1.00419	0	0.004
1.0093	0.004	0.004125
1.01119	0.004125	0.00448437
1.01308	0.00448437	0.00504883
1.01497	0.00504883	0.00566772
1.01685	0.00566772	0.00645926
1.01874	0.00645926	0.00740185
1.02063	0.00740185	0.00785162
1.02252	0.00785162	0.00824517
1.02441	0.00824517	0.00858952
1.02629	0.00858952	0.00914083
1.02818	0.00914083	0.00974822
1.03007	0.00974822	0.0102797
1.03196	0.0102797	0.0108697
1.03385	0.0108697	0.011386
1.03573	0.011386	0.0118378
1.03762	0.0118378	0.012483
1.03951	0.012483	0.0130477
1.06783	0.0130477	0.0144167
1.06972	0.0144167	0.0157396
1.07161	0.0157396	0.0168972
1.07349	0.0168972	0.01791
1.07538	0.01791	0.0189213
1.07727	0.0189213	0.0198061
1.07916	0.0198061	0.0205803
1.08105	0.0205803	0.0211328
1.08293	0.0211328	0.0212412
1.08482	0.0212412	0.021086
1.08671	0.021086	0.0198253
1.0886	0.0198253	0.0187221
1.09049	0.0187221	0.0177569
1.09237	0.0177569	0.0171623
1.09426	0.0171623	0.016642
1.09615	0.016642	0.0163117
1.09804	0.0163117	0.0160228
1.09993	0.0160228	0.0156449
1.10277	0.0156449	0.0154393
1.11599	0.0154393	0.0148844
1.12258	0.0148844	0.0140238
1.12447	0.0140238	0.0133959
1.12668	0.0133959	0.0124714
1.1295	0.0124714	0.0117875
1.13171	0.0117875	0.011189
1.13453	0.011189	0.0107904
1.13642	0.0107904	0.0103166
1.13831	0.0103166	0.00990202
1.14051	0.00990202	0.00941426
1.14239	0.00941426	0.00898748
1.14428	0.00898748	0.00861405
1.14648	0.00861405	0.00828729
1.14837	0.00828729	0.00800138
1.15026	0.00800138	0.0077512
1.15214	0.0077512	0.0077823
1.15403	0.0077823	0.00780951
1.15592	0.00780951	0.00770833
1.15781	0.00770833	0.00761978
1.1597	0.00761978	0.00754231
1.16158	0.00754231	0.00747452
1.16347	0.00747452	0.00754021
1.16536	0.00754021	0.00759768
1.16725	0.00759768	0.00764797
1.16914	0.00764797	0.00769197
1.17102	0.00769197	0.00773048
1.17291	0.00773048	0.00763917
1.1748	0.00763917	0.00755927
1.17669	0.00755927	0.00748936
1.17858	0.00748936	0.00742819
1.18046	0.00742819	0.00749967
1.18235	0.00749967	0.00756221
1.18424	0.00756221	0.00786693
1.18613	0.00786693	0.00813356
1.18802	0.00813356	0.00836687
1.1899	0.00836687	0.00844601
1.19179	0.00844601	0.00851526
1.19368	0.00851526	0.00857585
1.19557	0.00857585	0.00862887
1.19746	0.00862887	0.00867526
1.19934	0.00867526	0.00884085
1.20123	0.00884085	0.00898574
1.20312	0.00898574	0.00911252
1.20501	0.00911252	0.00922346
1.2069	0.00922346	0.00919553
1.20878	0.00919553	0.00917109
1.21067	0.00917109	0.0091497
1.21256	0.0091497	0.00913099
1.21445	0.00913099	0.00911461
1.21634	0.00911461	0.00922528
1.21822	0.00922528	0.00932212
1.22011	0.00932212	0.00940686
1.222	0.00940686	0.009481
1.22389	0.009481	0.00967088
1.22578	0.00967088	0.00983701
1.22766	0.00983701	0.00998239
1.22955	0.00998239	0.0101096
1.23144	0.0101096	0.0102209
1.23333	0.0102209	0.0103183
1.23522	0.0103183	0.0105285
1.2371	0.0105285	0.0107124
1.23899	0.0107124	0.0107484
1.24088	0.0107484	0.0107798
1.24277	0.0107798	0.0108074
1.24466	0.0108074	0.0108314
1.24654	0.0108314	0.0108525
1.24843	0.0108525	0.0108709
1.25032	0.0108709	0.0110121
1.25221	0.0110121	0.0111356
1.2541	0.0111356	0.0112436
1.25598	0.0112436	0.0112132
1.25787	0.0112132	0.0111865
1.25976	0.0111865	0.0111632
1.26165	0.0111632	0.0111428
1.26354	0.0111428	0.011125
1.26542	0.011125	0.0111093
1.26731	0.0111093	0.0112207
1.2692	0.0112207	0.0113181
1.27109	0.0113181	0.0116533
1.27298	0.0116533	0.0118217
1.27486	0.0118217	0.0119689
1.27675	0.0119689	0.0120978
1.27864	0.0120978	0.0122106
1.28053	0.0122106	0.0123093
1.28242	0.0123093	0.0123956
1.2843	0.0123956	0.0124712
1.28619	0.0124712	0.0126623
1.28808	0.0126623	0.0128295
1.28997	0.0128295	0.0128508
1.29186	0.0128508	0.0128694
1.29374	0.0128694	0.0128858
1.29563	0.0128858	0.0129
1.29752	0.0129	0.0129125
1.29941	0.0129125	0.0129235
1.3013	0.0129235	0.012933
1.30318	0.012933	0.0130664
1.30507	0.0130664	0.0131831
1.30696	0.0131831	0.0131602
1.30885	0.0131602	0.0131402
1.31074	0.0131402	0.0131227
1.31262	0.0131227	0.0131073
1.31451	0.0131073	0.0130939
1.3164	0.0130939	0.0130822
1.31829	0.0130822	0.0130719
1.32018	0.0130719	0.0131879
1.32206	0.0131879	0.0132894
1.32395	0.0132894	0.0132532
1.32584	0.0132532	0.0134716
1.32773	0.0134716	0.0136626
1.32962	0.0136626	0.0138298
1.3315	0.0138298	0.0139761
1.33339	0.0139761	0.0141041
1.33528	0.0141041	0.0142161
1.33717	0.0142161	0.0143141
1.33906	0.0143141	0.0145248
1.34094	0.0145248	0.0145842
1.34283	0.0145842	0.0146362
1.34472	0.0146362	0.0146817
1.34661	0.0146817	0.0147214
1.3485	0.0147214	0.0147563
1.35038	0.0147563	0.0147867
1.35227	0.0147867	0.0148134
1.35416	0.0148134	0.0148367
1.35605	0.0148367	0.0149821
1.35794	0.0149821	0.0149844
1.35982	0.0149844	0.0149863
1.37777	0.0149863	0.014738
2.5879	0.014738	0.0385208
2.59387	0.0385208	0.0344557
2.59985	0.0344557	0.0308987
2.60582	0.0308987	0.0277864
2.6118	0.0277864	0.0250631
2.61683	0.0250631	0.0233052
2.62186	0.0233052	0.021642
2.62689	0.021642	0.0201868
2.62877	0.0201868	0.0185384
2.63286	0.0185384	0.0169711
2.63475	0.0169711	0.0155997
2.63884	0.0155997	0.0143998
2.64072	0.0143998	0.0133498
2.64481	0.0133498	0.0124311
2.6467	0.0124311	0.0118772
2.64984	0.0118772	0.0115175
2.65173	0.0115175	0.0109528
2.65487	0.0109528	0.0105837
2.65676	0.0105837	0.0101358
2.65865	0.0101358	0.0097438
2.66084	0.0097438	0.00927583
2.66273	0.00927583	0.00886635
2.66462	0.00886635	0.00850805
2.66682	0.00850805	0.00819455
2.66871	0.00819455	0.00792023
2.6706	0.00792023	0.0076802
2.67248	0.0076802	0.00772017
2.67437	0.00772017	0.00775515
2.67626	0.00775515	0.00778576
2.67815	0.00778576	0.00781254
2.68004	0.00781254	0.00783597
2.68192	0.00783597	0.00773147
2.68381	0.00773147	0.00764004
2.6857	0.00764004	0.00756003
2.68759	0.00756003	0.00749003
2.68948	0.00749003	0.00755377
2.69136	0.00755377	0.00760955
2.69325	0.00760955	0.00765836
2.69514	0.00765836	0.00770106
2.69703	0.00770106	0.00773843
2.69892	0.00773843	0.00764613
2.7008	0.00764613	0.00756536
2.70269	0.00756536	0.00749469
2.70458	0.00749469	0.00768285
2.70647	0.00768285	0.0078475
2.70836	0.0078475	0.00811656
2.71024	0.00811656	0.00835199
2.71213	0.00835199	0.00855799
2.71402	0.00855799	0.00873824
2.71591	0.00873824	0.00877096
2.7178	0.00877096	0.00879959
2.71968	0.00879959	0.00882464
2.72157	0.00882464	0.00884656
2.72346	0.00884656	0.00886574
2.72535	0.00886574	0.00900752
2.72724	0.00900752	0.00913158
2.72912	0.00913158	0.00924013
2.73101	0.00924013	0.00933512
2.7329	0.00933512	0.00929323
2.73479	0.00929323	0.00925657
2.73668	0.00925657	0.0092245
2.73856	0.0092245	0.00919644
2.74045	0.00919644	0.00917188
2.74234	0.00917188	0.0092754
2.74423	0.0092754	0.00936597
2.74612	0.00936597	0.00969522
2.748	0.00969522	0.00998332
2.74989	0.00998332	0.0101104
2.75178	0.0101104	0.0102216
2.75367	0.0102216	0.0103189
2.75556	0.0103189	0.010404
2.75744	0.010404	0.0104785
2.75933	0.0104785	0.0105437
2.76122	0.0105437	0.0107258
2.76311	0.0107258	0.010885
2.765	0.010885	0.0108994
2.76688	0.0108994	0.010912
2.76877	0.010912	0.010923
2.77066	0.010923	0.0109326
2.77255	0.0109326	0.010941
2.77444	0.010941	0.0109484
2.77632	0.0109484	0.0110799
2.77821	0.0110799	0.0111949
2.7801	0.0111949	0.0112955
2.78199	0.0112955	0.0112586
2.78388	0.0112586	0.0112262
2.78576	0.0112262	0.011198
2.78765	0.011198	0.0111732
2.78954	0.0111732	0.0111516
2.79143	0.0111516	0.0111326
2.79332	0.0111326	0.011366
2.7952	0.011366	0.0116953
2.79709	0.0116953	0.0119834
2.79898	0.0119834	0.0121105
2.80087	0.0121105	0.0122216
2.80276	0.0122216	0.0123189
2.80464	0.0123189	0.0124041
2.80653	0.0124041	0.0124786
2.80842	0.0124786	0.0125437
2.81031	0.0125437	0.0126008
2.8122	0.0126008	0.0127757
2.81408	0.0127757	0.0129287
2.81597	0.0129287	0.0129376
